price,type,address,url,postcode,number_bedrooms,search_date
2100000.0,3 bedroom flat for sale,"Wellington House,St Johns Wood, NW8",/property-for-sale/property-62440895.html,NW8,3,11/10/2016
2070000.0,2 bedroom apartment for sale,"Merano Residences, South Bank, London",/new-homes-for-sale/property-55702618.html,,2,11/10/2016
2045000.0,2 bedroom apartment for sale,"Merano Residences, South Bank, London",/new-homes-for-sale/property-44538006.html,,2,11/10/2016
1999999.0,4 bedroom flat for sale,"Gordon Mansions, Bloomsbury",/property-for-sale/property-62456156.html,,4,11/10/2016
1999999.0,7 bedroom detached house for sale,"Highfield Hill, London, SE19",/property-for-sale/property-62459930.html,SE19,7,11/10/2016
1999999.0,2 bedroom apartment for sale,"Kean Street, Covent Garden, WC2B",/property-for-sale/property-44817639.html,WC2B,2,11/10/2016
475000.0,1 bedroom apartment for sale,"Burney Street, Greenwich, London, SE10",/new-homes-for-sale/property-53098315.html,SE10,1,11/10/2016
1999950.0,3 bedroom flat for sale,"St John's Wood Court, St. Johns Wood Road, London",/property-for-sale/property-61641254.html,,3,11/10/2016
1999500.0,5 bedroom detached house for sale,"Barnet Lane, Totteridge, London",/property-for-sale/property-56455564.html,,5,11/10/2016
1995995.0,4 bedroom detached house for sale,"Meadway, Hampstead Garden Suburb, NW11 ",/property-for-sale/property-44726736.html,NW11,4,11/10/2016
1995000.0,4 bedroom terraced house for sale,"St. Stephens Avenue
London
W12 8HH",/new-homes-for-sale/property-62453363.html,W12,4,11/10/2016
1975000.0,5 bedroom terraced house for sale,"Kirkstall Road, Telford Park, London, SW2",/property-for-sale/property-62119727.html,SW2,5,11/10/2016
1967500.0,3 bedroom flat for sale,"26, 
Chapter Street, London 
SW1P 4NY",/new-homes-for-sale/property-44795178.html,SW1P,3,11/10/2016
1950000.0,1 bedroom apartment for sale,"Rutland Gate, London, SW7",/property-for-sale/property-40724424.html,SW7,1,11/10/2016
1950000.0,3 bedroom flat for sale,"William Mews, London, SW1X",/property-for-sale/property-56069110.html,SW1X,3,11/10/2016
1950000.0,2 bedroom flat for sale,"Roland Gardens, London, SW7",/property-for-sale/property-44510271.html,SW7,2,11/10/2016
1950000.0,5 bedroom semi-detached house for sale,"Beverley Gardens, Barnes, London, SW13",/property-for-sale/property-61641989.html,SW13,5,11/10/2016
